"condition","treatment","timepoint","EntrezID","logfc","pval","fdr"
"Ace_24","Ace","24h",307799,0.548030173849476,0.00343030987361552,0.00919424123399637
"Ace_24","Ace","24h",307805,1.91222022319779,5.05195337232084e-60,2.04239248279882e-57
"Ace_24","Ace","24h",307816,0.27138238373705,0.000237782955308294,0.00082890853450465
"Ace_24","Ace","24h",307821,0.264398014320495,1.4373969304785e-11,1.52033974754244e-10
"Ace_24","Ace","24h",307839,0.226376801714421,0.00106600746086097,0.00323424485832197
"Ace_24","Ace","24h",307861,0.243295891668058,4.30015130566746e-07,2.47760895101679e-06
"Ace_24","Ace","24h",307926,0.707094138894643,3.37153535372153e-10,3.07451914398892e-09
"Ace_24","Ace","24h",307973,0.223802978958762,4.61152463380299e-05,0.000187057217169367
"Ace_24","Ace","24h",307988,2.09439761051253,0.00345409664950228,0.0092494797859901
"Ace_24","Ace","24h",307992,0.417869589245265,3.57307281190716e-06,1.76939440981616e-05
"Ace_24","Ace","24h",308000,0.181673011554776,0.000369114428368925,0.00123581582481742
"Ace_24","Ace","24h",308023,0.399628160393336,0.000763375352104318,0.00238569140530948
"Ace_24","Ace","24h",308060,0.309982702255172,1.80085264401985e-07,1.10402735387805e-06
"Ace_24","Ace","24h",308064,2.07009463346948,2.13567677851587e-47,4.144351977936e-45
"Ace_24","Ace","24h",308100,0.877238439193483,6.14056941336781e-22,1.85030739631791e-20
"Ace_24","Ace","24h",308106,0.322319484653403,1.2553903214524e-09,1.06288253277593e-08
"Ace_24","Ace","24h",308113,0.282897691882975,0.00307150397322989,0.00833383087740266
"Ace_24","Ace","24h",308140,0.264277218968191,0.000330551114940226,0.00112140814145456
"Ace_24","Ace","24h",308218,0.190498990000594,0.00034870954352852,0.00117398073016749
"Ace_24","Ace","24h",308335,0.136549903468896,5.04268459935639e-05,0.000203018621463438
"Ace_24","Ace","24h",308390,0.398504508838921,1.7654744593677e-13,2.35947798729454e-12
"Ace_24","Ace","24h",308398,0.130398186921723,0.00210461763750506,0.00595578555244967
"Ace_24","Ace","24h",308404,0.170363183288881,0.00038852914032557,0.00129397096299733
"Ace_24","Ace","24h",308415,0.547410932056407,6.32070058348333e-17,1.22655301722689e-15
"Ace_24","Ace","24h",308429,2.28493466018105,2.09036691245186e-10,1.94770806938697e-09
"Ace_24","Ace","24h",308458,0.467095987756213,0.00017520944164531,0.000627769131882286
"Ace_24","Ace","24h",308516,0.313708754807739,0.000509121692898427,0.00165064760936594
"Ace_24","Ace","24h",308568,0.394549313352356,5.80156818749961e-08,3.85905042965582e-07
"Ace_24","Ace","24h",308576,0.260599846713583,1.78992290890074e-05,7.82768570196557e-05
"Ace_24","Ace","24h",308579,0.726245115680986,2.06944905448563e-14,3.09227531201066e-13
"Ace_24","Ace","24h",308589,0.186249106456351,2.96857846321966e-05,0.000124724858411371
"Ace_24","Ace","24h",308593,0.361862496560269,4.62164791882744e-09,3.63586290868187e-08
"Ace_24","Ace","24h",308594,1.02302270732076,2.27726136350319e-05,9.77100881026695e-05
"Ace_24","Ace","24h",308602,0.336580185543469,1.1740094778767e-05,5.31793773452147e-05
"Ace_24","Ace","24h",308607,2.56366141334117,8.85483513154222e-51,2.0786011371688e-48
"Ace_24","Ace","24h",308654,0.496991766769184,1.6244073109998e-07,1.00517108861782e-06
"Ace_24","Ace","24h",308667,0.19623469307701,1.6484117142241e-06,8.57433312681115e-06
"Ace_24","Ace","24h",308704,0.396543966761134,5.23797832284699e-05,0.000210125514086866
"Ace_24","Ace","24h",308709,0.51323073905576,6.33299195295583e-07,3.53143160472487e-06
"Ace_24","Ace","24h",308718,0.541336024771147,5.33493796036651e-11,5.26404658136774e-10
"Ace_24","Ace","24h",308755,0.626898848373688,3.78526713526606e-12,4.30060717304155e-11
"Ace_24","Ace","24h",308760,0.402911365859645,0.00169592566426656,0.00490315894273649
"Ace_24","Ace","24h",308761,0.697280910065674,9.00510078694073e-12,9.7806146905325e-11
"Ace_24","Ace","24h",308768,1.68772673255458,1.23295274374247e-35,1.06179847529159e-33
"Ace_24","Ace","24h",308773,1.76768649984686,9.36165789859539e-13,1.14303329745098e-11
"Ace_24","Ace","24h",308796,0.171657917218733,2.76262855487529e-06,1.39077467961449e-05
"Ace_24","Ace","24h",308845,0.319206702595297,1.90872380780914e-09,1.5846871819084e-08
"Ace_24","Ace","24h",308890,0.422496452424143,7.24848060644012e-12,7.95598701256433e-11
"Ace_24","Ace","24h",308900,0.330389225612096,2.12038230322885e-08,1.51291921497082e-07
"Ace_24","Ace","24h",308909,0.222665679409104,1.18629927556681e-06,6.33592647948602e-06
"Ace_24","Ace","24h",308923,0.506365101235914,1.83744622252203e-10,1.71864989219702e-09
"Ace_24","Ace","24h",308939,0.358799513144745,1.18832927839181e-07,7.55567685352311e-07
"Ace_24","Ace","24h",308961,0.167488258903981,0.000999242432369338,0.00304756378053297
"Ace_24","Ace","24h",308983,0.338246532326386,5.45435312520065e-05,0.000218264106087903
"Ace_24","Ace","24h",308986,0.21256341987693,0.00070176379618583,0.00221454256064366
"Ace_24","Ace","24h",309035,0.23142742959866,0.00224055358163194,0.00628304755820255
"Ace_24","Ace","24h",309036,0.408991174274759,0.00375088730465096,0.00993456120689537
"Ace_24","Ace","24h",309051,0.343006290341153,2.75776212259519e-07,1.63956168023899e-06
"Ace_24","Ace","24h",309053,0.195773330770497,0.000542406226821168,0.0017503725554668
"Ace_24","Ace","24h",309069,0.407458327933566,3.02420629594525e-10,2.76645496110542e-09
"Ace_24","Ace","24h",309098,0.225431149632107,6.81985313432045e-07,3.77830767098972e-06
"Ace_24","Ace","24h",309145,0.839200923758013,7.91577384944982e-37,7.29152991170206e-35
"Ace_24","Ace","24h",309156,0.413655668056793,1.83980173131651e-08,1.32556803948418e-07
"Ace_24","Ace","24h",309170,0.318811198127162,3.450554047825e-13,4.46791491210366e-12
"Ace_24","Ace","24h",309172,0.455428989783223,1.47992325913215e-08,1.0828960841332e-07
"Ace_24","Ace","24h",309174,0.727104473931881,0.00302394828025443,0.00821858884609205
"Ace_24","Ace","24h",309176,0.344282145938396,3.69387772776218e-08,2.53947550542517e-07
"Ace_24","Ace","24h",309179,0.281382984684476,9.4253088461491e-05,0.000358817538443249
"Ace_24","Ace","24h",309196,0.253745250170868,7.77302834693897e-06,3.62824421300032e-05
"Ace_24","Ace","24h",309197,0.142321791324746,0.000658915013024882,0.00209476826115425
"Ace_24","Ace","24h",309200,0.166999954279888,0.000950760856144617,0.00290978315207758
"Ace_24","Ace","24h",309280,0.434774150648672,1.63134515513499e-06,8.49466811729324e-06
"Ace_24","Ace","24h",309306,0.296651905847135,9.59263468743599e-07,5.18615175486417e-06
"Ace_24","Ace","24h",309312,1.29821665640001,7.12280474928294e-08,4.66750564255128e-07
